"Región,""PA"",""Nombre"",""Provincia"",""Distrito"",""Corregimiento"",""01/07"",""02/07"",""03/07"",""04/07"",""05/07"",""06/07"",""07/07"",""08/07"",""09/07"",""10/07"",""11/07"",""12/07"",""13/07"",""14/07"",""15/07"",""16/07"",""17/07"",""18/07"",""19/07"",""20/07"",""21/07"",""22/07"",""23/07"",""24/07"",""25/07"",""26/07"",""27/07"",""28/07"",""29/07"",""30/07"",""31/07"""
"1,""314"",""Escuela Torio"",""Veraguas"",""Mariato"",""Mariato"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"1,""315"",""C.E.B.G. Loma de Quebro"",""Veraguas"",""Mariato"",""Quebro"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"1,""316"",""Escuela Quebro"",""Veraguas"",""Mariato"",""Quebro"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""2"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"""
"1,""317"",""Escuela Adolfo José Fábrega"",""Veraguas"",""Montijo"",""Montijo"",""0"",""6"",""1"",""2"",""2"",""1"",""1"",""1"",""3"",""1"",""2"",""3"",""1"",""2"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""3"",""3"",""1"",""1"",""1"",""1"",""0"",""0"",""0"""
"1,""318"",""Escuela El Pilón"",""Veraguas"",""Montijo"",""Montijo"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""3"",""1"",""1"",""1"",""1"",""3"",""1"",""3"",""1"",""2"",""2"",""3"",""4"",""2"",""5"",""2"",""1"",""2"",""3"",""4"",""2"",""1"",""2"""
"1,""319"",""C.E.B.G. Rogelio E. Nurse"",""Veraguas"",""San Francisco"",""Remance"",""1"",""0"",""1"",""1"",""3"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""0"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""2"""
"1,""320"",""C.E.B.G. Pedro Arrocha Graell"",""Veraguas"",""San Francisco"",""San Francisco de la Montaña"",""5"",""1"",""4"",""4"",""2"",""3"",""2"",""3"",""3"",""3"",""5"",""3"",""3"",""2"",""5"",""1"",""7"",""3"",""2"",""3"",""4"",""4"",""2"",""3"",""2"",""2"",""3"",""3"",""5"",""5"",""2"""
"1,""321"",""C.E.B.G. San José Nº 2"",""Veraguas"",""San Francisco"",""San José"",""4"",""11"",""6"",""4"",""4"",""3"",""5"",""4"",""8"",""6"",""5"",""6"",""8"",""6"",""3"",""5"",""6"",""4"",""5"",""4"",""2"",""8"",""14"",""4"",""5"",""6"",""4"",""3"",""3"",""4"",""5"""
"1,""322"",""Belisario Villar"",""Veraguas"",""Santiago"",""Canto del Llano"",""1"",""0"",""2"",""3"",""2"",""2"",""2"",""1"",""0"",""2"",""2"",""3"",""3"",""2"",""0"",""0"",""3"",""3"",""2"",""2"",""2"",""3"",""0"",""3"",""0"",""2"",""2"",""4"",""1"",""0"",""3"""
"1,""323"",""CEBG Rubén Darío - Canto del Llano"",""Veraguas"",""Santiago"",""Canto del Llano"",""2"",""3"",""4"",""2"",""3"",""1"",""0"",""0"",""7"",""2"",""3"",""2"",""3"",""3"",""1"",""0"",""3"",""2"",""2"",""3"",""2"",""1"",""8"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""2"""
"1,""324"",""Centro de Salud del Canto del Llano"",""Veraguas"",""Santiago"",""Canto del Llano"",""3"",""1"",""4"",""3"",""2"",""3"",""4"",""3"",""4"",""4"",""4"",""5"",""5"",""5"",""2"",""3"",""3"",""4"",""3"",""3"",""3"",""3"",""0"",""2"",""3"",""3"",""4"",""4"",""0"",""1"",""4"""
"1,""325"",""E.S.N.O. de Veraguas"",""Veraguas"",""Santiago"",""Canto del Llano"",""1"",""1"",""3"",""4"",""5"",""3"",""4"",""1"",""1"",""4"",""4"",""4"",""5"",""4"",""2"",""1"",""3"",""5"",""5"",""5"",""4"",""3"",""4"",""5"",""4"",""4"",""5"",""4"",""6"",""3"",""6"""
"1,""326"",""I.P.T. de Veraguas"",""Veraguas"",""Santiago"",""Canto del Llano"",""0"",""0"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""2"",""5"",""1"",""5"",""6"",""5"",""2"",""0"",""0"",""0"",""0"",""0"",""4"",""7"",""2"",""2"",""1"",""7"""
"1,""327"",""INADEH Canto del Llano"",""Veraguas"",""Santiago"",""Canto del Llano"",""3"",""2"",""6"",""5"",""7"",""7"",""5"",""2"",""2"",""7"",""6"",""5"",""7"",""6"",""3"",""1"",""6"",""7"",""9"",""7"",""7"",""3"",""4"",""9"",""3"",""8"",""7"",""8"",""2"",""2"",""8"""
"1,""329"",""MIDES Canto del Llano"",""Veraguas"",""Santiago"",""Canto del Llano"",""1"",""0"",""2"",""1"",""1"",""2"",""2"",""1"",""0"",""1"",""3"",""1"",""1"",""2"",""1"",""0"",""3"",""2"",""3"",""3"",""3"",""0"",""0"",""2"",""1"",""4"",""3"",""2"",""0"",""0"",""3"""
"1,""330"",""Universidad Canto del Llano"",""Veraguas"",""Santiago"",""Canto del Llano"",""1"",""0"",""4"",""3"",""4"",""5"",""4"",""2"",""0"",""4"",""3"",""1"",""0"",""0"",""1"",""0"",""2"",""2"",""2"",""0"",""2"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"""
"1,""331"",""Villa Universitaria Canto del Llano"",""Veraguas"",""Santiago"",""Canto del Llano"",""0"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""0"",""0"",""3"",""2"",""3"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"""
"1,""332"",""Escuela José de Los S. Gutiérrez"",""Veraguas"",""Santiago"",""Carlos Santana Ávila"",""3"",""10"",""5"",""5"",""6"",""5"",""6"",""2"",""0"",""5"",""5"",""5"",""3"",""1"",""3"",""2"",""4"",""4"",""4"",""4"",""3"",""1"",""4"",""6"",""3"",""5"",""7"",""7"",""2"",""2"",""5"""
"1,""333"",""Escuela Juana B. Macías"",""Veraguas"",""Santiago"",""Carlos Santana Ávila"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""0"",""5"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""1"",""1"",""0"",""0"",""1"",""1"""
"1,""334"",""Escuela República de Oliver Alemán"",""Veraguas"",""Santiago"",""Carlos Santana Ávila"",""0"",""0"",""2"",""0"",""1"",""1"",""2"",""0"",""0"",""1"",""2"",""2"",""1"",""2"",""0"",""0"",""1"",""1"",""2"",""1"",""1"",""0"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"""
"1,""335"",""P.C. La Inmaculda Concepción"",""Veraguas"",""Santiago"",""Carlos Santana Ávila"",""0"",""0"",""3"",""3"",""2"",""2"",""2"",""0"",""0"",""3"",""2"",""2"",""2"",""3"",""0"",""1"",""2"",""3"",""4"",""4"",""3"",""1"",""1"",""4"",""1"",""4"",""4"",""3"",""1"",""0"",""3"""
"1,""336"",""C.E.B.G. Martín Grande"",""Veraguas"",""Santiago"",""Edwin Fábrega"",""2"",""3"",""9"",""7"",""7"",""1"",""6"",""4"",""7"",""7"",""5"",""8"",""6"",""7"",""2"",""2"",""6"",""7"",""5"",""7"",""9"",""4"",""8"",""10"",""0"",""9"",""8"",""5"",""1"",""2"",""8"""
"1,""337"",""Escuela Quebrada. Honda"",""Veraguas"",""Santiago"",""Edwin Fábrega"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""0"",""1"",""2"",""2"",""0"",""0"",""1"",""1"",""0"",""0"",""1"",""0"",""1"",""1"",""0"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""0"""
"1,""338"",""P.C. Margarito Mojica"",""Veraguas"",""Santiago"",""La Colorada"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""2"",""0"",""0"",""1"""
"1,""339"",""Colegio Secundario La Peña"",""Veraguas"",""Santiago"",""La Peña"",""0"",""0"",""3"",""3"",""4"",""1"",""6"",""0"",""0"",""6"",""6"",""3"",""4"",""1"",""0"",""4"",""0"",""4"",""4"",""4"",""4"",""0"",""0"",""5"",""0"",""3"",""5"",""5"",""1"",""1"",""4"""
"1,""340"",""Escuela Agustín Pérez Colmenares"",""Veraguas"",""Santiago"",""La Peña"",""3"",""4"",""5"",""5"",""5"",""1"",""6"",""4"",""8"",""5"",""7"",""8"",""7"",""9"",""2"",""1"",""7"",""6"",""7"",""4"",""8"",""3"",""6"",""9"",""2"",""8"",""5"",""3"",""3"",""5"",""5"""
"1,""341"",""Escuela La Coloradita de la Peña"",""Veraguas"",""Santiago"",""La Peña"",""2"",""2"",""1"",""1"",""0"",""0"",""0"",""2"",""2"",""2"",""0"",""1"",""1"",""5"",""3"",""3"",""2"",""4"",""4"",""2"",""2"",""3"",""6"",""3"",""4"",""2"",""1"",""2"",""6"",""3"",""2"""
"1,""342"",""Escuela Los Algarrobos"",""Veraguas"",""Santiago"",""La Peña"",""2"",""5"",""4"",""2"",""3"",""1"",""2"",""1"",""7"",""3"",""3"",""3"",""3"",""2"",""3"",""1"",""2"",""3"",""3"",""2"",""3"",""1"",""3"",""2"",""1"",""4"",""4"",""4"",""4"",""1"",""4"""
"1,""344"",""C.E.B.G. Cañazas Abajo"",""Veraguas"",""Santiago"",""La Raya de Santa María"",""3"",""4"",""4"",""3"",""6"",""3"",""5"",""1"",""4"",""1"",""4"",""2"",""2"",""3"",""3"",""4"",""1"",""3"",""1"",""1"",""1"",""0"",""2"",""1"",""3"",""2"",""1"",""2"",""2"",""2"",""3"""
"1,""346"",""Escuela La Raya de Sta. María"",""Veraguas"",""Santiago"",""La Raya de Santa María"",""2"",""3"",""2"",""2"",""2"",""2"",""2"",""1"",""4"",""1"",""2"",""3"",""1"",""3"",""2"",""1"",""1"",""1"",""2"",""2"",""3"",""2"",""3"",""2"",""2"",""1"",""2"",""1"",""3"",""2"",""3"""
"1,""347"",""ESC. SAN PEDRO DEL ESPINO"",""Veraguas"",""Santiago"",""Los Algarrobos"",""4"",""6"",""3"",""1"",""2"",""1"",""3"",""2"",""6"",""3"",""3"",""2"",""2"",""2"",""3"",""2"",""3"",""3"",""2"",""2"",""3"",""3"",""6"",""3"",""1"",""2"",""2"",""2"",""1"",""1"",""3"""
"1,""348"",""Escuela El Embalsadero"",""Veraguas"",""Santiago"",""Los Algarrobos"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""0"",""1"",""0"",""1"",""3"",""1"",""0"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""2"",""2"",""2"",""1"",""1"",""1"""
"1,""349"",""Escuela El Llanillo"",""Veraguas"",""Santiago"",""Los Algarrobos"",""6"",""6"",""3"",""3"",""4"",""1"",""4"",""2"",""3"",""3"",""4"",""5"",""4"",""3"",""6"",""6"",""5"",""4"",""6"",""3"",""6"",""4"",""2"",""3"",""4"",""3"",""3"",""4"",""3"",""3"",""3"""
"1,""350"",""Escuela La Corocita."",""Veraguas"",""Santiago"",""Los Algarrobos"",""2"",""3"",""3"",""1"",""2"",""0"",""2"",""2"",""2"",""3"",""2"",""2"",""1"",""3"",""2"",""3"",""4"",""3"",""4"",""3"",""4"",""3"",""2"",""2"",""3"",""3"",""2"",""1"",""1"",""2"",""2"""
"1,""351"",""Escuela Pacora"",""Veraguas"",""Santiago"",""Los Algarrobos"",""6"",""9"",""5"",""4"",""2"",""3"",""5"",""7"",""8"",""6"",""7"",""5"",""6"",""6"",""5"",""8"",""8"",""7"",""6"",""9"",""7"",""7"",""7"",""6"",""6"",""7"",""5"",""6"",""8"",""8"",""6"""
"1,""352"",""Escuela Guayaquil"",""Veraguas"",""Santiago"",""San Martín de Porres"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""1"",""0"",""2"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""1"",""2"",""3"",""0"",""1"",""2"",""2"",""3"",""2"",""2"",""2"",""0"",""1"""
"1,""353"",""Escuela Punta Delgadita"",""Veraguas"",""Santiago"",""San Martín de Porres"",""3"",""0"",""0"",""3"",""3"",""4"",""1"",""2"",""3"",""5"",""5"",""5"",""5"",""3"",""1"",""2"",""8"",""10"",""7"",""8"",""4"",""1"",""2"",""7"",""0"",""0"",""1"",""4"",""1"",""1"",""5"""
"1,""354"",""Escuela Rómulo Arrocha"",""Veraguas"",""Santiago"",""San Martín de Porres"",""0"",""3"",""2"",""1"",""2"",""3"",""2"",""0"",""0"",""1"",""1"",""1"",""3"",""2"",""0"",""0"",""1"",""1"",""2"",""2"",""1"",""0"",""3"",""2"",""1"",""1"",""2"",""2"",""0"",""0"",""1"""
"1,""355"",""Escuela San Martín de Porres"",""Veraguas"",""Santiago"",""San Martín de Porres"",""0"",""0"",""1"",""1"",""1"",""1"",""2"",""0"",""0"",""1"",""2"",""1"",""3"",""1"",""1"",""0"",""2"",""2"",""2"",""1"",""1"",""0"",""0"",""1"",""0"",""2"",""1"",""0"",""0"",""1"",""2"""
"1,""356"",""Instituto Urracá"",""Veraguas"",""Santiago"",""San Martín de Porres"",""1"",""1"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""1"",""1"",""2"",""2"",""2"",""0"",""0"",""1"",""0"",""2"",""1"",""2"",""1"",""0"",""2"""
"1,""357"",""Anexa El Canada"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""2"",""1"",""3"",""6"",""5"",""5"",""8"",""4"",""3"",""6"",""6"",""6"",""5"",""5"",""5"",""2"",""4"",""7"",""6"",""9"",""6"",""2"",""1"",""6"",""2"",""7"",""7"",""3"",""2"",""2"",""6"""
"1,""362"",""Centro de Salud de Santiago"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""0"",""0"",""2"",""2"",""1"",""3"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""3"",""2"",""3"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""3"",""1"",""1"",""0"",""2"""
"1,""363"",""Direccion Regional del MEDUCA (Mercado Público Municipal)"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""6"",""5"",""4"",""6"",""7"",""5"",""5"",""2"",""2"",""4"",""6"",""3"",""4"",""3"",""7"",""6"",""6"",""2"",""0"",""0"",""0"",""0"",""0"",""7"",""6"",""6"",""7"",""7"",""7"",""6"",""6"""
"1,""364"",""Escuela José Santos Puga"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""1"",""0"",""1"",""1"",""2"",""2"",""3"",""1"",""0"",""2"",""2"",""2"",""2"",""1"",""1"",""0"",""1"",""1"",""2"",""2"",""3"",""1"",""0"",""1"",""1"",""2"",""2"",""2"",""4"",""0"",""1"""
"1,""365"",""Escuela Juan D. Arosemena 1"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""1"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""0"",""2"",""3"",""3"",""2"",""2"",""1"",""1"",""2"",""1"",""3"",""2"",""1"",""0"",""0"",""3"",""2"",""2"",""2"",""0"",""0"",""0"",""1"""
"1,""366"",""Escuela Juan D. Arosemena # 2"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""2"",""4"",""1"",""2"",""3"",""3"",""1"",""0"",""2"",""2"",""3"",""2"",""2"",""2"",""3"",""0"",""3"",""3"""
"1,""367"",""Escuela La Primavera"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""2"",""7"",""5"",""4"",""5"",""4"",""6"",""1"",""6"",""4"",""7"",""6"",""4"",""6"",""4"",""2"",""2"",""0"",""0"",""3"",""3"",""1"",""6"",""3"",""1"",""3"",""3"",""1"",""1"",""0"",""3"""
"1,""368"",""Escuela Manuel H. Perez"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""1"",""2"",""1"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"""
"1,""369"",""IFARHU Santiago"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""2"",""8"",""16"",""19"",""17"",""18"",""11"",""2"",""7"",""14"",""17"",""18"",""15"",""8"",""3"",""6"",""13"",""14"",""15"",""12"",""9"",""2"",""9"",""15"",""17"",""15"",""16"",""8"",""4"",""11"",""13"""
"1,""370"",""Instituto Profesional y Tecnico Omar Torrijos"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""0"",""0"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""3"",""3"",""2"",""0"",""0"",""0"",""2"",""2"",""1"",""2"",""2"",""1"",""0"",""2"",""0"",""1"",""1"",""0"",""0"",""0"",""1"""
"1,""371"",""IPHE Santiago"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""0"",""1"",""3"",""3"",""2"",""2"",""3"",""1"",""1"",""4"",""3"",""3"",""2"",""2"",""0"",""0"",""4"",""2"",""3"",""2"",""1"",""0"",""0"",""2"",""1"",""5"",""2"",""1"",""0"",""0"",""3"""
"1,""374"",""Parque Central Santiago"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""3"",""2"",""5"",""4"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""4"",""6"",""7"",""4"",""5"",""3"",""1"",""3"",""1"",""1"",""1"",""1"",""3"",""3"",""6"",""5"",""7"",""7"",""7"""
"1,""375"",""Policlínica de la Caja de Seguro Social Santiago"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""8"",""3"",""10"",""10"",""10"",""6"",""5"",""8"",""7"",""13"",""10"",""12"",""12"",""10"",""13"",""10"",""12"",""5"",""7"",""14"",""10"",""7"",""11"",""9"",""1"",""11"",""8"",""14"",""6"",""4"",""13"""
"1,""376"",""Terminal de Transporte Santiago"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""5"",""2"",""4"",""4"",""5"",""4"",""3"",""6"",""2"",""3"",""5"",""6"",""4"",""6"",""6"",""4"",""3"",""5"",""4"",""4"",""4"",""6"",""6"",""3"",""5"",""2"",""2"",""5"",""6"",""1"",""2"""
"1,""377"",""C.O.I.F. CALLE PRIMERA"",""Veraguas"",""Santiago"",""Santiago Apóstol"",""0"",""0"",""0"",""1"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""0"",""1"",""0"",""0"",""0"",""0"",""1"",""0"",""2"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"1,""378"",""C.E.B.G. Bolívar"",""Veraguas"",""Soná"",""El Marañón"",""8"",""8"",""12"",""10"",""8"",""3"",""10"",""7"",""6"",""11"",""12"",""9"",""14"",""11"",""7"",""6"",""9"",""9"",""9"",""16"",""11"",""4"",""7"",""11"",""11"",""9"",""9"",""8"",""10"",""12"",""11"""
"1,""379"",""Escuela Cerro Largo."",""Veraguas"",""Soná"",""El Marañón"",""0"",""0"",""0"",""0"",""1"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""1"",""0"",""0"",""0"",""0"",""0"",""1"",""0"",""1"",""1"",""0"",""1"",""0"",""1"",""0"""
"1,""380"",""Escuela Isabel Arosemena de Ábrego"",""Veraguas"",""Soná"",""El Marañón"",""11"",""9"",""7"",""6"",""5"",""3"",""6"",""5"",""0"",""7"",""9"",""9"",""4"",""6"",""8"",""8"",""6"",""10"",""6"",""9"",""8"",""7"",""9"",""9"",""7"",""8"",""7"",""8"",""8"",""9"",""2"""
"1,""381"",""C.E. Dr. Ricardo Martinelli P."",""Veraguas"",""Soná"",""Guarumal"",""4"",""7"",""3"",""10"",""6"",""4"",""2"",""0"",""1"",""0"",""5"",""3"",""3"",""1"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""3"",""7"",""8"",""8"",""9"",""4"",""8"",""16"""
"1,""382"",""Escuela La Trinchera"",""Veraguas"",""Soná"",""Guarumal"",""2"",""2"",""3"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""3"",""1"",""2"",""1"",""2"",""1"",""2"",""3"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"""
"1,""383"",""C.E.B.G. El Hicaco"",""Veraguas"",""Soná"",""Río Grande"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""0"",""2"",""2"",""0"",""0"",""0"",""0"",""1"",""2"",""0"""
"1,""384"",""Colegio Eduardo Sánchez Díaz"",""Veraguas"",""Soná"",""Río Grande"",""3"",""2"",""5"",""2"",""3"",""0"",""4"",""3"",""2"",""4"",""5"",""4"",""5"",""3"",""4"",""1"",""3"",""3"",""2"",""4"",""4"",""0"",""0"",""3"",""5"",""3"",""3"",""1"",""0"",""1"",""3"""
"1,""385"",""ESC. SANTA CATALINA"",""Veraguas"",""Soná"",""Río Grande"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"",""0"""
"1,""386"",""Escuela Julieta de Duarte"",""Veraguas"",""Soná"",""Río Grande"",""6"",""9"",""4"",""5"",""5"",""4"",""8"",""6"",""7"",""7"",""5"",""3"",""4"",""5"",""5"",""6"",""8"",""7"",""5"",""4"",""5"",""5"",""5"",""4"",""6"",""4"",""3"",""5"",""8"",""9"",""3"""
"1,""387"",""Escuela Madre Vieja"",""Veraguas"",""Soná"",""Río Grande"",""9"",""8"",""8"",""7"",""7"",""3"",""9"",""7"",""9"",""8"",""10"",""2"",""4"",""5"",""3"",""8"",""7"",""9"",""6"",""4"",""6"",""7"",""5"",""5"",""8"",""5"",""3"",""7"",""9"",""10"",""2"""
"1,""390"",""Biblioteca Pública Jacinto Velásquez"",""Veraguas"",""Soná"",""Soná"",""0"",""0"",""1"",""2"",""1"",""1"",""0"",""0"",""0"",""3"",""1"",""1"",""1"",""1"",""0"",""0"",""1"",""0"",""2"",""0"",""3"",""1"",""1"",""0"",""0"",""1"",""1"",""0"",""1"",""0"",""1"""
"1,""392"",""Correos Nacionales Soná"",""Veraguas"",""Soná"",""Soná"",""0"",""0"",""0"",""0"",""2"",""0"",""0"",""1"",""0"",""2"",""1"",""1"",""2"",""1"",""0"",""0"",""0"",""1"",""1"",""1"",""3"",""0"",""0"",""1"",""2"",""2"",""2"",""1"",""0"",""0"",""0"""
"1,""393"",""Escuela José Bonifacio Alvarado"",""Veraguas"",""Soná"",""Soná"",""1"",""0"",""7"",""5"",""7"",""6"",""7"",""1"",""5"",""1"",""0"",""5"",""7"",""6"",""3"",""1"",""8"",""7"",""6"",""4"",""7"",""1"",""2"",""8"",""9"",""7"",""5"",""5"",""0"",""0"",""5"""
"1,""395"",""Escuela San José"",""Veraguas"",""Soná"",""Soná"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""4"",""1"",""1"",""3"",""1"",""2"",""2"",""2"",""1"",""1"",""3"",""3"",""3"",""2"",""2"",""2"",""5"",""1"""
"1,""396"",""Hospital Regional de Salud Soná"",""Veraguas"",""Soná"",""Soná"",""8"",""10"",""14"",""14"",""10"",""12"",""12"",""7"",""10"",""14"",""13"",""14"",""10"",""12"",""9"",""8"",""14"",""13"",""3"",""0"",""0"",""0"",""2"",""13"",""11"",""11"",""9"",""10"",""5"",""6"",""9"""
"1,""397"",""IPHE Soná"",""Veraguas"",""Soná"",""Soná"",""1"",""1"",""4"",""4"",""5"",""4"",""4"",""3"",""5"",""4"",""5"",""5"",""3"",""4"",""2"",""1"",""3"",""4"",""5"",""4"",""4"",""5"",""2"",""5"",""5"",""5"",""6"",""6"",""5"",""1"",""5"""
"1,""400"",""MIDES Soná"",""Veraguas"",""Soná"",""Soná"",""2"",""3"",""2"",""3"",""1"",""2"",""3"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""3"",""3"",""1"",""2"",""2"",""2"",""4"""
"1,""402"",""Municipio de Soná"",""Veraguas"",""Soná"",""Soná"",""0"",""1"",""2"",""1"",""1"",""0"",""1"",""0"",""0"",""1"",""1"",""2"",""2"",""3"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""0"",""1"",""1"",""0"",""0"",""2"",""3"",""2"",""1"""
"1,""403"",""Parque Centenario Soná"",""Veraguas"",""Soná"",""Soná"",""3"",""5"",""3"",""5"",""6"",""1"",""5"",""6"",""5"",""6"",""3"",""5"",""6"",""8"",""8"",""5"",""3"",""5"",""7"",""7"",""6"",""4"",""7"",""6"",""8"",""4"",""6"",""8"",""8"",""4"",""5"""
"1,""407"",""Terminal de Pasajeros de Soná"",""Veraguas"",""Soná"",""Soná"",""1"",""2"",""3"",""1"",""2"",""1"",""3"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""3"",""3"",""2"",""1"",""1"",""2"",""2"",""3"",""3"",""3"",""2"",""2"",""3"""
"1,""408"",""Universidad de Panamá Soná"",""Veraguas"",""Soná"",""Soná"",""3"",""2"",""8"",""6"",""7"",""4"",""2"",""1"",""0"",""4"",""2"",""4"",""5"",""4"",""1"",""0"",""5"",""3"",""6"",""5"",""4"",""2"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""2"""
"2,""409"",""Area frente al Ministerio de Desarrollo Social Barrio Norte"",""Colón"",""Colón"",""Barrio Norte"",""1"",""0"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""3"",""1"",""2"",""1"",""1"",""1"",""2"",""0"",""1"",""2"",""2"",""2"",""2"",""3"",""1"",""0"",""1"""
"2,""410"",""Biblioteca Pública Mateo Iturralde CENTRO ACP"",""Colón"",""Colón"",""Barrio Norte"",""8"",""7"",""9"",""7"",""7"",""11"",""6"",""5"",""6"",""6"",""6"",""8"",""8"",""6"",""8"",""8"",""1"",""0"",""5"",""9"",""10"",""9"",""5"",""8"",""9"",""10"",""13"",""13"",""8"",""9"",""10"""
"2,""411"",""Carlos Clement-Barrio Norte"",""Colón"",""Colón"",""Barrio Norte"",""3"",""2"",""4"",""5"",""6"",""5"",""3"",""3"",""2"",""4"",""7"",""5"",""4"",""4"",""5"",""3"",""6"",""6"",""5"",""6"",""6"",""3"",""3"",""9"",""6"",""6"",""6"",""4"",""2"",""4"",""7"""
